time,pitch_standardized,jitter_standardized,shimmer_standardized,logHNR_standardized,intensity_standardized,vad,task
3.46,0.43690564251350833,-0.11069046941376426,-0.5710644043316995,0.6452686255028883,-0.5510078987253864,1.0,1
3.47,0.42355887954930416,-0.11069046941376426,-0.5710644043316995,0.7307788856425986,-0.6015744305664061,1.0,1
3.48,0.41309487809749545,-0.022551125903935786,-0.6853068140076238,0.6031252144544826,-0.1665792877426681,1.0,1
3.49,0.40521392050299665,-0.022551125903935786,-0.6853068140076238,0.8787585969141734,-0.18437670469562797,1.0,1
3.5,0.39966603477961665,-0.33890810382731484,-0.48031625079374785,0.7426105156135749,-0.17702779523869513,1.0,1
3.51,0.39491283611681516,-0.6366642963134485,-0.7452326478861193,0.6583550792990625,-0.5841330005198682,1.0,1
3.52,0.39129881327168115,-0.4334473057657577,-0.6766187924620959,0.6382951096539304,-0.5086621524694868,1.0,1
3.53,0.3890204616363455,-0.6791422356539404,-0.4812473773383371,0.7334962869229208,-0.5357193902048564,1.0,1
3.54,0.38818846532409684,-0.6791422356539404,-0.4812473773383371,0.6312201468570262,-0.4899540382930564,1.0,1
3.55,0.38732289068534514,-0.677982010261068,-0.07560179904354992,0.6798731716431214,-0.5551518603473974,1.0,1
3.56,0.3854847882197194,-0.677982010261068,-0.07560179904354992,0.7323696385828529,0.6076414364485042,1.0,1
3.57,0.3831989747340498,-0.7792001945076273,-0.5898640602425348,0.6928626332475466,0.5325213484119771,1.0,1
3.58,0.37926036139938396,-0.2622442034475417,-0.5870371449384936,0.7271140387146888,0.6044900769490321,1.0,1
3.59,0.3739077274264122,-0.2622442034475417,-0.5870371449384936,0.7049139636946145,0.11870420411569688,1.0,1
3.6,0.3683735217619778,-0.2622442034475417,-0.5870371449384936,0.6957031477900473,0.1339711961075992,1.0,1
3.61,0.36548702932441557,-0.2622442034475417,-0.5870371449384936,0.7234333976511705,0.028154836685024033,1.0,1
3.62,0.3647557679916769,0.08889501483685476,-0.45729251742860316,0.6821764830860175,-0.42679764763879185,1.0,1
3.63,0.3617847079169953,0.08889501483685476,-0.45729251742860316,0.6870613257452195,1.0358914012801277,1.0,1
3.64,0.3536226872932468,-0.6086236963402585,-0.010151506670886313,0.6495042886908001,1.0678535955981214,1.0,1
3.65,0.3383992689700243,-0.6086236963402585,-0.010151506670886313,0.5135823875116713,0.9459167890457677,1.0,1
3.66,0.3078852756705733,1.5462368245362532,6.382989799148475,0.4375334220681644,-0.525356238371923,1.0,1
3.67,0.2846689719978415,11.963560608386295,8.554942441635896,0.3020994381859851,-0.5838990590175723,1.0,1
3.68,0.276096549605719,11.963560608386295,8.554942441635896,0.4298098872667242,-0.6766397529479924,1.0,1
3.69,0.28247021343273576,11.963560608386295,8.554942441635896,0.4329936205253312,-0.6804842897456768,1.0,1
3.7,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6817132895025529,1.0,1
3.71,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6980231399352987,1.0,1
3.72,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7009779946624259,1.0,1
3.73,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7016677363190789,1.0,1
3.74,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7016508833965382,1.0,1
3.75,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7016471289652788,1.0,1
3.76,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7005078473476755,1.0,1
3.77,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7003728950711646,1.0,1
3.78,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6999500282982122,1.0,1
3.79,0.5846987811552375,-0.7946216253739593,-0.5229674830476532,0.6253354139204598,-0.4373965678490932,1.0,1
3.8,0.5768439400369078,-0.5808986053707563,-0.32844752757102635,0.7014489733288267,-0.42981858855672367,1.0,1
3.81,0.5609104022902269,-0.5808986053707563,-0.32844752757102635,0.6191402654725122,-0.3024732168601874,1.0,1
3.82,0.5450763558813334,0.4464368939984549,0.0593002366876983,0.7313085966522351,-0.5570555656656452,1.0,1
3.83,0.5280944281627157,-0.7642464222496481,-0.6572730404369711,0.6587146996175314,-0.5564226549462021,1.0,1
3.84,0.5060098384573174,0.4980591647017486,-0.6430022744576728,0.679262060088426,-0.26558333151422703,1.0,1
3.85,0.4676223494137015,0.4980591647017486,-0.6430022744576728,0.5102779708579025,-0.10447203084512005,1.0,1
3.86,0.42573525256340766,7.1878916196069005,2.8775644399096447,0.472684688287151,-0.11226862618779103,1.0,1
3.87,0.39969961310612,7.1878916196069005,2.8775644399096447,0.49351715315466976,-0.5295845407264318,1.0,1
3.88,0.3928172998146643,3.407367454168732,7.70373470564209,0.30425260409614197,-0.6998652085184732,1.0,1
3.89,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7004883830087122,1.0,1
3.9,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7018023876686682,1.0,1
3.91,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7010028791367421,1.0,1
3.92,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6960171884789846,1.0,1
3.93,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6918340556106348,1.0,1
3.94,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6890481218721242,1.0,1
3.95,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6922361843067264,1.0,1
3.96,0.7861239690730842,-0.7946216253739593,-0.5677936530910337,0.6155647161574654,-0.6611175871057333,1.0,1
3.97,0.7880167917744929,-0.7946216253739593,-0.5677936530910337,0.7317350383136629,-0.48244192799634406,1.0,1
3.98,0.7946478894380354,-0.5421838290266913,-0.5475077214647904,0.670215867674239,0.1257917689442516,1.0,1
3.99,0.8094932406776646,-0.2830693156839164,-0.7341435668156852,0.7086278129406942,0.6774473478862438,1.0,1
4.0,0.8326200021463878,-0.13643726521654653,-0.4928976377024607,0.6718756693355505,0.93752534288099,1.0,1
4.01,0.8582340470598007,-0.13643726521654653,-0.4928976377024607,0.7129799072564887,0.34655358551109294,1.0,1
4.02,0.8751164834406306,0.3125507300216594,0.12231990146560902,0.6510423945123596,0.3540904601143389,1.0,1
4.03,0.8633814801485855,-0.604407412437536,3.4244934353997905,0.41938818763217733,-0.011699660930810013,1.0,1
4.04,0.8499837278737656,4.934488248675944,1.668126469831793,0.4297576451258656,-0.024613637829773372,1.0,1
4.05,0.9119208165717018,1.5106305475212667,-0.5007103467649578,0.6038954822987707,-0.6142075761695551,1.0,1
4.06,1.0198229033275001,2.14705260992654,4.23682498499015,0.43993878792576097,-0.6836634481941634,1.0,1
4.07,1.1297521260907204,5.298257752446602,0.9187238970095902,0.4807522517603697,-0.5691661235050974,1.0,1
4.08,1.1813831558355856,-0.35300663883703,-0.7492357362944385,0.6681830814258669,-0.467231467638619,1.0,1
4.09,1.2197681575957566,0.5865149513647945,-0.6600611614257288,0.6724884008015903,-0.4255810503337944,1.0,1
4.1,1.2662181759253337,0.5865149513647945,-0.6600611614257288,0.4821222917799419,-0.1736108284023434,1.0,1
4.11,1.3066340446180937,2.1029642551810297,2.953813218110377,0.384162283997995,-0.2789773705849296,1.0,1
4.12,1.3477413781084773,1.3667329862649844,1.090634355498958,0.39212611239849315,-0.13951930969469026,1.0,1
4.13,1.3863402862448917,0.8296845831522176,0.07139748187767392,0.48974174727750086,2.9519169620284798,1.0,1
4.14,1.4269402139125589,0.011776533942145916,0.518799378107894,0.45512869660270916,3.439572844484288,1.0,1
4.15,1.4736364733031597,-0.27240004359807274,-0.3963345878724368,0.5232303769903232,5.809452024200554,1.0,1
4.16,1.5290133519157276,-0.06029870717859097,-0.10519474511522872,0.48154175605187305,4.1098441740835705,1.0,1
4.17,1.590511435085676,1.0402804208357461,0.8228795811457568,0.5365403785520321,3.7478164007564705,1.0,1
4.18,1.648094534113683,-0.19042491929796818,0.8053701825959138,0.5070551572381107,3.428288846121928,1.0,1
4.19,1.7021295233078406,0.2981575876039856,-0.16065156519084914,0.5623149904425628,2.1989003708276034,1.0,1
4.2,1.75578893270185,1.9748071135017655,-0.012487352699889738,0.5521065116387298,3.3125157130769147,1.0,1
4.21,1.807739578369358,-0.23764127374399144,0.04334072141565996,0.48801917405159173,1.129025492458725,1.0,1
4.22,1.850325601867609,-0.39973980443876755,0.27853472160020765,0.5498769061620065,0.8484763473498566,1.0,1
4.23,1.8780961215275678,0.25809600117534104,-0.6352411442007231,0.464676454066923,-0.38736871042171106,1.0,1
4.24,1.8884556570747,-0.47906871665835,-0.13000358378347665,0.46575936480069074,-0.412717413992375,1.0,1
4.25,1.8842347370690615,-0.6359381118227253,0.8682109904656992,0.4438984587183616,-0.5848072189145539,1.0,1
4.26,1.868395716093279,-0.6000259008367316,0.5647064043786343,0.5777339140858333,-0.5884278823214513,1.0,1
4.27,1.8381117965124611,-0.4359057537907914,-0.1667843418504434,0.5821477675216352,-0.49406389824705366,1.0,1
4.28,1.8013895437350655,0.44095577163239225,-0.45836219509920506,0.39492556218841185,-0.552462091282824,1.0,1
4.29,1.778987825390469,12.82650459027116,-0.7895988911689225,0.3148084728877933,-0.3780252593582203,1.0,1
4.3,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.49790591801686074,1.0,1
4.31,,,,,,0.0,1
4.32,,,,,,0.0,1
4.33,,,,,,0.0,1
4.34,,,,,,0.0,1
4.35,,,,,,0.0,1
4.36,,,,,,0.0,1
4.37,,,,,,0.0,1
4.38,,,,,,0.0,1
4.39,,,,,,0.0,1
4.4,,,,,,0.0,1
4.41,,,,,,0.0,1
4.42,,,,,,0.0,1
4.43,,,,,,0.0,1
4.44,,,,,,0.0,1
4.45,,,,,,0.0,1
4.46,,,,,,0.0,1
4.47,,,,,,0.0,1
4.48,,,,,,0.0,1
4.49,,,,,,0.0,1
4.5,,,,,,0.0,1
4.51,,,,,,0.0,1
4.52,,,,,,0.0,1
4.53,,,,,,0.0,1
4.54,0.5564046883301718,-0.7946216253739593,-0.7895988911689225,0.26405164898976335,-0.6997060359382279,1.0,1
4.55,0.5557841111107217,-0.7946216253739593,-0.7895988911689225,0.5015037210606657,-0.6180266382092887,1.0,1
4.56,0.5547518884811755,0.08742536408910732,0.5495586727494608,0.580325164770206,-0.616913066509055,1.0,1
4.57,0.5497300632063474,1.423899434427602,1.713352391362612,0.5780477719088214,-0.5818842187991017,1.0,1
4.58,0.5416140573263255,0.09237904227691028,1.201124155160169,0.5446850903030304,-0.6324255296148197,1.0,1
4.59,0.5284476224118616,1.4672708294089953,3.7292665515121777,0.5111600125849579,-0.5588480345906105,1.0,1
4.6,0.5144914750037085,-0.16951421561092614,0.39480824355013844,0.5386337089869032,-0.41296810184949884,1.0,1
4.61,0.5054290577729822,1.0344279740315907,-0.192403232272481,0.4914495388123918,0.2799238993724185,1.0,1
